Reactions standart Gibbe energy,,,,,,
Reaction index,Reaction name,ec number,Formula,Sub-System,standart Gibbs energy (kJ/mol),standart deviation (kJ/mol)
2251,Trimethylamine N-oxide transport via diffusion (extracellular to periplasm),unknown, (-1) tmao[e] <=>  (1) tmao[p],"Transport, Outer Membrane Porin",0,0
2252,Trimethylamine transport via diffusion (extracellular to periplasm),unknown, (-1) tma[e] <=>  (1) tma[p],"Transport, Outer Membrane Porin",0,0
2253,thymidine kinase (ATP:thymidine),2.7.1.21, (-1) atp[c] +  (-1) thymd[c] <=>  (1) adp[c] +  (1) dtmp[c],Nucleotide Salvage Pathway,-25.26652289,3.01499586
2254,thymidine phosphorylase,2.4.2.4, (-1) pi[c] +  (-1) thymd[c] <=>  (1) 2dr1p[c] +  (1) thym[c],Nucleotide Salvage Pathway,2.708460482,6.375275242
2255,thymidylate synthase,2.1.1.45, (-1) dump[c] +  (-1) mlthf[c] <=>  (1) dhf[c] +  (1) dtmp[c],Nucleotide Salvage Pathway,-50.149025,3.547531369
2256,thiamine kinase,2.7.1.89, (-1) atp[c] +  (-1) thm[c] <=>  (1) adp[c] +  (1) thmmp[c],Cofactor and Prosthetic Group Biosynthesis,-16.92609749,1.925043375
2257,thiamine-phosphate kinase,2.7.4.16, (-1) atp[c] +  (-1) thmmp[c] <=>  (1) adp[c] +  (1) thmpp[c],Cofactor and Prosthetic Group Biosynthesis,1.529676427,1.942274191
2258,thiamine-phosphate diphosphorylase,2.5.1.3, (-1) 2mahmp[c] +  (-1) 4mpetz[c] <=>  (1) ppi[c] +  (1) thmmp[c],Cofactor and Prosthetic Group Biosynthesis,-6.899125164,3.770240564
2259,triose-phosphate isomerase,5.3.1.1, (-1) dhap[c] <=>  (1) g3p[c],Glycolysis/Gluconeogenesis,6.017883915,0.895019343
2260,triphosphoribosyl-dephospho-CoA synthase,unknown, (-1) atp[c] +  (-1) dpcoa[c] <=>  (1) 2tpr3dpcoa[c] +  (1) ade[c],Cofactor and Prosthetic Group Biosynthesis,-53.98412713,8.756167422
2261,thioredoxin reductase (NADPH),1.8.1.9, (-1) nadph[c] +  (-1) trdox[c] <=>  (1) nadp[c] +  (1) trdrd[c],Oxidative Phosphorylation,-4.86776339,1.414213562
2262,trehalose-6-phosphate hydrolase,3.2.1.93, (-1) h2o[c] +  (-1) tre6p[c] <=>  (1) g6p[c] +  (1) glc-DASH-D[c],Alternate Carbon Metabolism,-12.52593103,2.601296637
2263,trehalose-phosphatase,3.1.3.12, (-1) h2o[c] +  (-1) tre6p[c] <=>  (1) pi[c] +  (1) tre[c],Alternate Carbon Metabolism,-11.67915128,3.140522254
2264,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",2.4.1.15, (-1) g6p[c] +  (-1) udpg[c] <=>  (1) tre6p[c] +  (1) udp[c],Alternate Carbon Metabolism,-17.16953425,2.324354067
2265,"alpha,alpha-trehalase",3.2.1.28, (-1) h2o[c] +  (-1) tre[c] <=>  (2) glc-DASH-D[c],Alternate Carbon Metabolism,-12.66786736,1.859614157
2266,"alpha,alpha-trehalase (periplasm)",3.2.1.28, (-1) h2o[p] +  (-1) tre[p] <=>  (2) glc-DASH-D[p],Alternate Carbon Metabolism,-12.66786736,1.859614157
2267,trehalose transport via PEP:Pyr PTS (periplasm),unknown, (-1) pep[c] +  (-1) tre[p] <=>  (1) pyr[c] +  (1) tre6p[c],"Transport, Inner Membrane",-42.91018033,2.830889411
2268,trehalose transport via diffusion (extracellular to periplasm),unknown, (-1) tre[e] <=>  (1) tre[p],"Transport, Outer Membrane Porin",0,0
2269,Tryptophanase (L-tryptophan),4.1.99.1, (-1) h2o[c] +  (-1) trp-DASH-L[c] <=>  (1) indole[c] +  (1) nh4[c] +  (1) pyr[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",19.50839297,1.706519419
2270,tryptophan synthase (indoleglycerol phosphate),4.2.1.20, (-1) 3ig3p[c] +  (-1) ser-DASH-L[c] <=>  (1) g3p[c] +  (1) h2o[c] +  (1) trp-DASH-L[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",-30.14327069,4.045229344
2271,tryptophan synthase (indole),4.2.1.20, (-1) indole[c] +  (-1) ser-DASH-L[c] <=>  (1) h2o[c] +  (1) trp-DASH-L[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",-49.32871776,1.774589804
2272,tryptophan synthase (indoleglycerol phosphate),4.2.1.20, (-1) 3ig3p[c] <=>  (1) g3p[c] +  (1) indole[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",19.18544707,3.635204461
2273,Tryptophanyl-tRNA synthetase,6.1.1.2, (-1) atp[c] +  (-1) trnatrp[c] +  (-1) trp-DASH-L[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) trptrna[c],tRNA Charging,-62.31661968,6.701785102
2274,L-tryptophan reversible transport via proton symport (periplasm),unknown, (-1) trp-DASH-L[p] <=>  (1) trp-DASH-L[c],"Transport, Inner Membrane",0,0
2275,L-tryptophan transport via diffusion (extracellular to periplasm),unknown, (-1) trp-DASH-L[e] <=>  (1) trp-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2276,tartronate semialdehyde reductase,1.1.1.60, (-1) 2h3oppan[c] +  (-1) nadh[c] <=>  (1) glyc-DASH-R[c] +  (1) nad[c],Alternate Carbon Metabolism,-27.87802677,3.770240241
2277,thiosulfate transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) tsul[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) tsul[c],Inorganic Ion Transport and Metabolism,-29.4361481,1.459542669
2278,thiosulfate transport via diffusion (extracellular to periplasm),unknown, (-1) tsul[e] <=>  (1) tsul[p],"Transport, Outer Membrane Porin",0,0
2279,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),unknown, (-1) ttdca[e] <=>  (1) ttdca[p],"Transport, Outer Membrane",0,0
2280,Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),unknown, (-1) ttdcea[e] <=>  (1) ttdcea[p],"Transport, Outer Membrane",0,0
2281,tungstate transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) tungs[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) tungs[c],Inorganic Ion Transport and Metabolism,-29.4361481,1.459542669
2282,tungstate transport via diffusion (extracellular to periplasm),unknown, (-1) tungs[e] <=>  (1) tungs[p],"Transport, Outer Membrane Porin",0,0
2283,tyramine transport via diffusion (extracellular to periplasm),unknown, (-1) tym[e] <=>  (1) tym[p],"Transport, Outer Membrane Porin",0,0
2284,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm),1.4.3.6, (-1) h2o[p] +  (-1) o2[p] +  (-1) tym[p] <=>  (1) 4hoxpacd[p] +  (1) h2o2[p] +  (1) nh4[p],Nitrogen Metabolism,-86.6521986,2.229462739
2285,phospho-L-tyrosine phosphatase (periplasmic),unknown, (-1) h2o[p] +  (-1) tyrp[p] <=>  (1) pi[p] +  (1) tyr-DASH-L[p],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0,1000000
2286,phopho-L-tyrosine transport via diffusion (extracellular to periplasm),unknown, (-1) tyrp[e] <=>  (1) tyrp[p],"Transport, Outer Membrane Porin",0,0
2287,tyrosine transaminase,2.6.1.5, (-1) akg[c] +  (-1) tyr-DASH-L[c] <=>  (1) 34hpp[c] +  (1) glu-DASH-L[c],"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1.69198727,2.570477725
2288,tyrosyl-tRNA synthetase,6.1.1.1, (-1) atp[c] +  (-1) trnatyr[c] +  (-1) tyr-DASH-L[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) tyrtrna[c],tRNA charging,-91.00773412,6.317351481
2289,L-tyrosine reversible transport via proton symport (periplasm),unknown, (-1) tyr-DASH-L[p] <=>  (1) tyr-DASH-L[c],"Transport, Inner Membrane",0,0
2290,L-tyrosine transport via diffusion (extracellular to periplasm),unknown, (-1) tyr-DASH-L[e] <=>  (1) tyr-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2291,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,unknown, (-1) 3hmrsACP[c] +  (-1) u3hga[c] <=>  (1) ACP[c] +  (1) u23ga[c],Lipopolysaccharide Biosynthesis / Recycling,19.76091397,2.542270814
2292,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",6.3.2.13, (-1) 26dap-DASH-M[c] +  (-1) atp[c] +  (-1) uamag[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) ugmd[c],Cell Envelope Biosynthesis,-30.41277068,2.38736428
2293,UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm),3.6.1.45, (-1) h2o[p] +  (-1) udpacgal[p] <=>  (1) acgal1p[p] +  (1) ump[p],Alternate Carbon Metabolism,-38.61555994,8.75805419
2294,UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm),3.6.1.45, (-1) h2o[p] +  (-1) uacgam[p] <=>  (1) acgam1p[p] +  (1) ump[p],Alternate Carbon Metabolism,-38.61555994,8.75805419
2295,UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),unknown, (-1) uacgam[e] <=>  (1) uacgam[p],"Transport, Outer Membrane Porin",0,0
2296,UDP-N-acetyl-D-mannosamine oxidoreductase,unknown, (-1) h2o[c] +  (-2) nad[c] +  (-1) uacmam[c] <=>  (2) nadh[c] +  (1) uacmamu[c],Cell Envelope Biosynthesis,-20.386827,4.006023058
2297,UDP-N-acetylglucosamine 2-epimerase,5.1.3.14, (-1) uacgam[c] <=>  (1) uacmam[c],Cell Envelope Biosynthesis,0,0
2298,UDP-N-acetylglucosamine acyltransferase,2.3.1.129, (-1) 3hmrsACP[c] +  (-1) uacgam[c] <=>  (1) ACP[c] +  (1) u3aga[c],Lipopolysaccharide Biosynthesis / Recycling,-3.011099274,3.975363727
2299,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,2.5.1.7, (-1) pep[c] +  (-1) uacgam[c] <=>  (1) pi[c] +  (1) uaccg[c],Cell Envelope Biosynthesis,-6.327191435,3.839719168
2300,UDP-N-acetylglucosamine diphosphorylase,2.7.7.23, (-1) acgam1p[c] +  (-1) utp[c] <=>  (1) ppi[c] +  (1) uacgam[c],Cell Envelope Biosynthesis,1.786947222,3.770240241
2301,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,unknown, (-1) uacgam[c] +  (-1) uagmda[c] <=>  (1) uaagmda[c] +  (1) udp[c],Cell Envelope Biosynthesis,0,1000000
2302,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,6.3.2.9, (-1) atp[c] +  (-1) glu-DASH-D[c] +  (-1) uama[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) uamag[c],Cell Envelope Biosynthesis,-24.41683364,2.347559716
2303,UDP-N-acetylmuramoyl-L-alanine synthetase,6.3.2.8, (-1) ala-DASH-L[c] +  (-1) atp[c] +  (-1) uamr[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) uama[c],Cell Envelope Biosynthesis,-28.18045335,1.980508817
2304,UDP-N-acetylenolpyruvoylglucosamine reductase,1.1.1.158, (-1) nadph[c] +  (-1) uaccg[c] <=>  (1) nadp[c] +  (1) uamr[c],Cell Envelope Biosynthesis,-60.03498506,1.35451092
2305,undecaprenyl-diphosphatase,3.6.1.27, (-1) h2o[c] +  (-1) udcpdp[c] <=>  (1) pi[c] +  (1) udcpp[c],Cell Envelope Biosynthesis,-28.60977556,1.543393396
2306,Undecaprenyl diphosphate synthase,unknown, (-1) frdp[c] +  (-8) ipdp[c] <=>  (8) ppi[c] +  (1) udcpdp[c],Cofactor and Prosthetic Group Biosynthesis,-505.9449533,19.38502346
2307,undecaprenyl-diphosphatase (periplasm),3.6.1.27, (-1) h2o[p] +  (-1) udcpdp[p] <=>  (1) pi[p] +  (1) udcpp[p],Cell Envelope Biosynthesis,-28.60977556,1.543393396
2308,undecaprenyl phosphate transport (cytoplasm to periplasm),unknown, (-1) udcpp[p] <=>  (1) udcpp[c],Lipopolysaccharide Biosynthesis / Recycling,0,0
2309,UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm),unknown, (-1) udpacgal[e] <=>  (1) udpacgal[p],"Transport, Outer Membrane Porin",0,0
2310,UDPglucose 4-epimerase,5.1.3.2, (-1) udpg[c] <=>  (1) udpgal[c],Alternate Carbon Metabolism,0,0
2311,UDPgalactopyranose mutase,5.4.99.9, (-1) udpgal[c] <=>  (1) udpgalfur[c],Cell Envelope Biosynthesis,2.564373699,2.000115084
2312,UDPgalactose pyrophosphohydrolase,3.6.1.45, (-1) h2o[p] +  (-1) udpgal[p] <=>  (1) gal1p[p] +  (1) ump[p],Alternate Carbon Metabolism,-40.0209242,7.918141816
2313,UDPgalactose transport via diffusion (extracellular to periplasm),unknown, (-1) udpgal[e] <=>  (1) udpgal[p],"Transport, Outer Membrane Porin",0,0
2314,UDPglucose 6-dehydrogenase,1.1.1.22, (-1) h2o[c] +  (-2) nad[c] +  (-1) udpg[c] <=>  (2) nadh[c] +  (1) udpglcur[c],Cell Envelope Biosynthesis,-20.531576,3.269340104
2315,UDP-glucuronate C-4'' decarboxylase,unknown, (-1) nad[c] +  (-1) udpglcur[c] <=>  (1) co2[c] +  (1) nadh[c] +  (1) udpLa4o[c],Lipopolysaccharide Biosynthesis / Recycling,-15.56333868,2.927597974
2316,UDP-D-glucuronate transport via diffusion (extracellular to periplasm),unknown, (-1) udpglcur[e] <=>  (1) udpglcur[p],"Transport, Outer Membrane Porin",0,0
2317,UDPglucose pyrophosphohydrolase,3.6.1.45, (-1) h2o[p] +  (-1) udpg[p] <=>  (1) g1p[p] +  (1) ump[p],Alternate Carbon Metabolism,-40.0209242,7.918141816
2318,UDPglucose transport via diffusion (extracellular to periplasm),unknown, (-1) udpg[e] <=>  (1) udpg[p],"Transport, Outer Membrane Porin",0,0
2319,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,unknown, (-1) glu-DASH-L[c] +  (-1) udpLa4o[c] <=>  (1) akg[c] +  (1) udpLa4n[c],Lipopolysaccharide Biosynthesis / Recycling,21.81732523,1.908854571
2320,UDP-D-glucuronate pyrophosphohydrolase (periplasm),3.6.1.45, (-1) h2o[p] +  (-1) udpglcur[p] <=>  (1) glcur1p[p] +  (1) ump[p],Alternate Carbon Metabolism,-39.08599317,8.75805419
2321,UDPglucose--hexose-1-phosphate uridylyltransferase,2.7.7.12, (-1) gal1p[c] +  (-1) udpg[c] <=>  (1) g1p[c] +  (1) udpgal[c],Alternate Carbon Metabolism,0,0
2322,Ureidoglycolate hydrolase,3.5.3.19, (-1) h2o[c] +  (-1) urdglyc[c] <=>  (1) co2[c] +  (1) glx[c] +  (2) nh4[c],Nitrogen Metabolism,-24.84072863,3.661270794
2323,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",6.3.2.15, (-1) alaala[c] +  (-1) atp[c] +  (-1) ugmd[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) ugmda[c],Cell Envelope Biosynthesis,-29.31191701,1.547847001
2324,UDP-3-O-acetylglucosamine deacetylase,unknown, (-1) h2o[c] +  (-1) u3aga[c] <=>  (1) ac[c] +  (1) u3hga[c],Lipopolysaccharide Biosynthesis / Recycling,-55.49660867,2.689410117
2325,UDP-L-Ara4N formyltransferase,unknown, (-1) 10fthf[c] +  (-1) udpLa4n[c] <=>  (1) thf[c] +  (1) udpLa4fn[c],Lipopolysaccharide Biosynthesis / Recycling,-16.00288795,3.902877279
2326,transport (cytoplasm to periplasm),unknown, (-1) uLa4n[c] <=>  (1) uLa4n[p],Lipopolysaccharide Biosynthesis / Recycling,0,0
2327,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,unknown, (-1) LalaDgluMdap[c] +  (-1) atp[c] +  (-1) uamr[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) ugmd[c],Murein Recycling,-33.50424462,1.547847001
2328,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase",unknown, (-1) h2o[c] +  (-1) um4p[c] <=>  (1) ala-DASH-D[c] +  (1) ugmd[c],Murein Recycling,0,1000000
2329,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,unknown, (-1) LalaDgluMdapDala[c] +  (-1) atp[c] +  (-1) uamr[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) um4p[c],Murein Recycling,0,1000000
2330,UMP kinase,2.7.4.14, (-1) atp[c] +  (-1) ump[c] <=>  (1) adp[c] +  (1) udp[c],Nucleotide Salvage Pathway,-0.28400793,7.436532721
2331,UMP transport via diffusion (extracellular to periplasm),unknown, (-1) ump[e] <=>  (1) ump[p],"Transport, Outer Membrane Porin",0,0
2332, 2-keto-4-methylthiobutyrate transamination,unknown, (-1) 2kmb[c] +  (-1) glu-DASH-L[c] <=>  (1) akg[c] +  (1) met-DASH-L[c],Arginine and Proline Metabolism,4.308618999,1.422216995
2333,undecaprenyl phosphate-L-Ara4FN formylase,unknown, (-1) h2o[c] +  (-1) uLa4fn[c] <=>  (1) for[c] +  (1) uLa4n[c],Lipopolysaccharide Biosynthesis / Recycling,-6.531278332,3.505430232
2334,undecaprenyl phosphate-L-Ara4FN transferase,unknown, (-1) udcpp[c] +  (-1) udpLa4fn[c] <=>  (1) uLa4fn[c] +  (1) udp[c],Lipopolysaccharide Biosynthesis / Recycling,0,1000000
2335,uroporphyrinogen methyltransferase,2.1.1.107, (-2) amet[c] +  (-1) uppg3[c] <=>  (2) ahcys[c] +  (1) dscl[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2336,uroporphyrinogen-III synthase,4.2.1.75, (-1) hmbil[c] <=>  (1) h2o[c] +  (1) uppg3[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2337,uroporphyrinogen decarboxylase (uroporphyrinogen III),4.1.1.37, (-1) uppg3[c] <=>  (4) co2[c] +  (1) cpppg3[c],Cofactor and Prosthetic Group Biosynthesis,0,1000000
2338,uracil phosphoribosyltransferase,2.4.2.9, (-1) prpp[c] +  (-1) ura[c] <=>  (1) ppi[c] +  (1) ump[c],Nucleotide Salvage Pathway,-20.06890192,7.202873967
2339,uracil transport in via proton symport (periplasm),unknown, (-1) ura[p] <=>  (1) ura[c],"Transport, Inner Membrane",0,0
2340,"uracil transport in via proton symport, reversible (periplasm)",unknown, (-1) ura[p] <=>  (1) ura[c],"Transport, Inner Membrane",0,0
2341,uracil transport via diffusion (extracellular to periplasm),unknown, (-1) ura[e] <=>  (1) ura[p],"Transport, Outer Membrane Porin",0,0
2342,ureidoglycolate dehydrogenase,1.1.1.154, (-1) nad[c] +  (-1) urdglyc[c] <=>  (1) nadh[c] +  (1) oxur[c],Alternate Carbon Metabolism,-57.73929556,5.511084062
2343,Urea transport via diffusion (extracellular to periplasm),unknown, (-1) urea[e] <=>  (1) urea[p],"Transport, Outer Membrane Porin",0,0
2344,Urea transport via facilitate diffusion (periplasm),unknown, (-1) urea[p] <=>  (1) urea[c],"Transport, Inner Membrane",0,0
2345,uricase,1.7.3.3, (-2) h2o[c] +  (-1) o2[c] +  (-1) urate[c] <=>  (1) alltn[c] +  (1) co2[c] +  (1) h2o2[c],Unassigned,-130.4771019,9.597159212
2346,uridylate kinase (dUMP),unknown, (-1) atp[c] +  (-1) dump[c] <=>  (1) adp[c] +  (1) dudp[c],Nucleotide Salvage Pathway,36.38895169,5.182968045
2347,Uridine hydrolase,3.2.2.8, (-1) h2o[c] +  (-1) uri[c] <=>  (1) rib-DASH-D[c] +  (1) ura[c],Alternate Carbon Metabolism,-10.3073223,3.174515647
2348,uridine kinase (GTP:Uridine),2.7.1.48, (-1) gtp[c] +  (-1) uri[c] <=>  (1) gdp[c] +  (1) ump[c],Nucleotide Salvage Pathway,-19.54441018,7.111842743
2349,uridine transport in via proton symport (periplasm),unknown, (-1) uri[p] <=>  (1) uri[c],"Transport, Inner Membrane",0,0
2350,"uridine transport in via proton symport, reversible (periplasm)",unknown, (-1) uri[p] <=>  (1) uri[c],"Transport, Inner Membrane",0,0
2351,uridine transport via diffusion (extracellular to periplasm),unknown, (-1) uri[e] <=>  (1) uri[p],"Transport, Outer Membrane",0,0
2352,UDP-sugar hydrolase,unknown, (-1) h2o[c] +  (-1) u23ga[c] <=>  (1) lipidX[c] +  (1) ump[c],Lipopolysaccharide Biosynthesis / Recycling,-39.19042893,6.71568726
2353,valine transaminase,2.6.1.42, (-1) akg[c] +  (-1) val-DASH-L[c] <=>  (1) 3mob[c] +  (1) glu-DASH-L[c],"Valine, Leucine, and Isoleucine Metabolism",-2.558797848,3.943626492
2354,Valyl-tRNA synthetase,6.1.1.9, (-1) atp[c] +  (-1) trnaval[c] +  (-1) val-DASH-L[c] <=>  (1) amp[c] +  (1) ppi[c] +  (1) valtrna[c],tRNA charging,-9.842880306,4.648447033
2355,L-valine transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) val-DASH-L[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) val-DASH-L[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2356,L-valine reversible transport via proton symport (periplasm),unknown, (-1) val-DASH-L[p] <=>  (1) val-DASH-L[c],"Transport, Inner Membrane",0,0
2357,L-valine transport via diffusion (extracellular to periplasm),unknown, (-1) val-DASH-L[e] <=>  (1) val-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2358,Valine-pyruvate aminotransferase,2.6.1.66, (-1) 3mob[c] +  (-1) ala-DASH-L[c] <=>  (1) pyr[c] +  (1) val-DASH-L[c],Alanine and Aspartate Metabolism,2.92451005,3.98436656
2359,L-xylulose 5-phosphate 3-epimerase,unknown, (-1) xu5p-DASH-L[c] <=>  (1) ru5p-DASH-L[c],Alternate Carbon Metabolism,0,0
2360,xanthine dehydrogenase,1.1.1.204, (-1) h2o[c] +  (-1) nad[c] +  (-1) xan[c] <=>  (1) nadh[c] +  (1) urate[c],Nucleotide Salvage Pathway,-29.84464008,6.086833997
2361,xanthine transport in via proton symport (periplasm),unknown, (-1) xan[p] <=>  (1) xan[c],"Transport, Inner Membrane",0,0
2362,xanthine transport via diffusion (extracellular to periplasm),unknown, (-1) xan[e] <=>  (1) xan[p],"Transport, Outer Membrane Porin",0,0
2363,xanthine reversible transport (periplasm),unknown, (-1) xan[p] <=>  (1) xan[c],"Transport, Inner Membrane",0,0
2364,XMP transport via diffusion (extracellular to periplasm),unknown, (-1) xmp[e] <=>  (1) xmp[p],"Transport, Outer Membrane Porin",0,0
2365,xanthine phosphoribosyltransferase,2.4.2.22, (-1) prpp[c] +  (-1) xan[c] <=>  (1) ppi[c] +  (1) xmp[c],Nucleotide Salvage Pathway,-29.83966269,2.861190893
2366,Xanthosine hydrolase,3.2.2.8, (-1) h2o[c] +  (-1) xtsn[c] <=>  (1) rib-DASH-D[c] +  (1) xan[c],Nucleotide Salvage Pathway,-0.821132271,4.544152151
2367,Xanthosine transport via proton symport (periplasm),unknown, (-1) xtsn[p] <=>  (1) xtsn[c],"Transport, Inner Membrane",0,0
2368,xanthosine transport via diffusion (extracellular to periplasm),unknown, (-1) xtsn[e] <=>  (1) xtsn[p],"Transport, Outer Membrane Porin",0,0
2369,xylose isomerase,5.3.1.5, (-1) xyl-DASH-D[c] <=>  (1) xylu-DASH-D[c],Alternate Carbon Metabolism,11.56169153,3.31162883
2370,xylose isomerase,5.3.1.5, (-1) glc-DASH-D[c] <=>  (1) fru[c],Alternate Carbon Metabolism,1.383227086,0.857738334
2371,xylulokinase,2.7.1.17, (-1) atp[c] +  (-1) xylu-DASH-D[c] <=>  (1) adp[c] +  (1) xu5p-DASH-D[c],Alternate Carbon Metabolism,-27.72094414,2.471802142
2372,L-xylulokinase,2.7.1.53, (-1) atp[c] +  (-1) xylu-DASH-L[c] <=>  (1) adp[c] +  (1) xu5p-DASH-L[c],Alternate Carbon Metabolism,-27.72094414,2.471802142
2373,L-xylulose transport in via proton symport (periplasm),unknown, (-1) xylu-DASH-L[p] <=>  (1) xylu-DASH-L[c],"Transport, Inner Membrane",0,0
2374,L-xylulose transport via diffusion (extracellular to periplasm),unknown, (-1) xylu-DASH-L[e] <=>  (1) xylu-DASH-L[p],"Transport, Outer Membrane Porin",0,0
2375,D-xylose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) xyl-DASH-D[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) xyl-DASH-D[c],"Transport, Inner Membrane",-29.4361481,1.459542669
2376,D-xylose transport in via proton symport (periplasm),unknown, (-1) xyl-DASH-D[p] <=>  (1) xyl-DASH-D[c],"Transport, Inner Membrane",0,0
2377,D-xylose transport via diffusion (extracellular to periplasm),unknown, (-1) xyl-DASH-D[e] <=>  (1) xyl-DASH-D[p],"Transport, Outer Membrane Porin",0,0
2378,Zinc (Zn+2) ABC transporter (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) zn2[c] <=>  (1) adp[c] +  (1) pi[c] +  (1) zn2[p],Inorganic Ion Transport and Metabolism,-29.4361481,1.459542669
2379,zinc (Zn+2) transport out via proton antiport (periplasm),unknown, (-1) zn2[c] <=>  (1) zn2[p],Inorganic Ion Transport and Metabolism,0,0
2380,zinc transport in via permease (no H+),unknown, (-1) zn2[p] <=>  (1) zn2[c],Inorganic Ion Transport and Metabolism,0,0
2381,zinc (Zn+2) transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) zn2[p] <=>  (1) adp[c] +  (1) pi[c] +  (1) zn2[c],Inorganic Ion Transport and Metabolism,-29.4361481,1.459542669
